cluster_kmeans,StockCode,Description,transactions_count,quantity_sold,revenue
0,23045,PAPER LANTERN 5 POINT STAR MOON ,9,30,124.50000000000001
0,23455,SMALL PARLOUR PICTURE FRAME,12,43,124.27
0,20716,PARTY FOOD SHOPPER BAG,15,99,123.75
0,21192,WHITE BELL HONEYCOMB PAPER ,9,75,123.75
0,21358,TOAST ITS - HAPPY BIRTHDAY,18,99,123.75
0,22954,HEN PARTY CORDON BARRIER TAPE,10,99,123.75
0,85125,SMALL ROUND CUT GLASS CANDLESTICK,7,25,123.75
0,23482,PEARLISED IVORY HEART LARGE ,10,75,123.74999999999999
0,85114B,IVORY ENCHANTED FOREST PLACEMAT,15,75,123.74999999999999
0,21167,WHITE SAGE INCENSE,10,588,123.47999999999999
0,90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,9,324,123.12
0,22688,DOORMAT PEACE ON EARTH BLUE,8,15,122.55
0,85180A,RED HEARTS LIGHT CHAIN ,10,79,122.55
0,21879,HEARTS GIFT TAPE,24,375,122.31000000000002
0,35599B,BLACK CHRISTMAS TREE 120CM,8,56,122.28
0,85194S,HANGING SPRING FLOWER EGG SMALL,18,353,122.27000000000001
0,20801,LARGE PINK GLASS SUNDAE DISH,13,114,122.22
0,47593B,SCOTTIE DOGS BABY BIB,25,306,121.91999999999999
0,35598B,BLACK CHRISTMAS TREE 60CM,7,173,121.65
0,22893,MINI CAKE STAND T-LIGHT HOLDER,20,289,121.38
0,20832,RED FLOCK LOVE HEART PHOTO FRAME,17,264,121.36
0,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",26,272,121.19999999999999
0,17084R,ASSORTED INCENSE PACK,7,576,120.96
0,21741,COSY SLIPPER SHOES LARGE GREEN,7,41,120.95000000000002
0,47594B,SCOTTIES DESIGN WASHBAG,18,62,120.89999999999999
0,37475,SET/4 COLOURFUL MIXING BOWLS,7,13,120.58999999999999
0,84926E,FLOWERS TILE COASTER,17,364,120.19999999999999
0,16045,POPART WOODEN PENCILS ASST,25,2600,120.0
0,21804,WHITE CHRISTMAS GARLAND STARS TREES,11,32,120.0
0,23520,EMBROIDERED RIBBON REEL RUBY ,11,32,120.0
0,15034,PAPER POCKET TRAVELING FAN ,27,855,119.70000000000002
0,22514,CHILDS GARDEN SPADE BLUE,24,57,119.70000000000002
0,22598,CHRISTMAS MUSICAL ZINC TREE,19,385,119.49
0,22785,SQUARECUSHION COVER PINK UNION JACK,10,47,119.25
0,90200A,PURPLE SWEETHEART BRACELET,9,28,119.0
0,23457,LARGE PARLOUR PICTURE FRAME,10,24,118.80000000000001
0,23538,WALL ART VINTAGE HEART,7,24,118.80000000000001
0,23337,EGG FRYING PAN MINT ,22,57,118.56
0,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,14,85,118.5
0,22268,EASTER DECORATION SITTING BUNNY,22,139,118.14999999999999
0,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,18,40,118.00000000000001
0,22422,TOOTHPASTE TUBE PEN,20,433,117.68
0,21374,MIRRORED WALL ART SKULLS,12,86,117.5
0,90114,SUMMER DAISIES BAG CHARM,3,46,117.3
0,20838,FRENCH LATTICE CUSHION COVER ,12,138,117.29999999999998
0,21064,BOOM BOX SPEAKER BOYS,15,26,117.10000000000001
0,20761,BLUE PAISLEY SKETCHBOOK,18,31,116.25
0,21356,TOAST ITS - FAIRY FLOWER,15,93,116.25
0,84558A,3D DOG PICTURE PLAYING CARDS,13,39,115.05000000000001
0,23347,I LOVE LONDON BEAKER,14,92,115.0
0,22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,14,74,114.94
0,22510,GINGHAM BABUSHKA DOORSTOP,15,44,114.68
0,84569A,PACK 3 IRON ON DOG PATCHES,9,91,113.75
0,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,22,597,113.43
0,23003,TRAVEL CARD WALLET VINTAGE ROSE ,15,270,113.4
0,85180B,PINK HEARTS LIGHT CHAIN ,7,33,112.65
0,20866,BLUE ROSE FABRIC MIRROR,14,90,112.5
0,21562,HAWAIIAN GRASS SKIRT ,9,90,112.5
0,23495,SET OF 3 PANTRY WOODEN SPOONS,11,90,112.5
0,23525,BUFFALO BILL WALL ART ,5,30,112.5
0,23527,ANIMALS AND NATURE WALL ART,5,30,112.5
0,23527,WALL ART ANIMALS AND NATURE ,11,30,112.5
0,84920,PINK FLOWER FABRIC PONY,9,30,112.5
0,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,8,38,112.10000000000002
0,84661B,BLACK SQUARE TABLE CLOCK,7,46,112.02000000000001
0,21881,CUTE CATS TAPE,16,206,111.82000000000001
0,16235,RECYCLED PENCIL WITH RABBIT ERASER,28,532,111.72
0,22405,MONEY BOX POCKET MONEY DESIGN,20,114,111.53999999999999
0,35095B,RED VICTORIAN FABRIC OVAL BOX,23,265,111.3
0,20658,RED RETROSPOT LUGGAGE TAG,18,89,111.25
0,85200,BUNNY EGG BOX,12,89,111.25
0,90200B,BLACK SWEETHEART BRACELET,11,26,110.5
0,22547,MINI JIGSAW DINOSAUR ,15,289,110.34
0,84596G,SMALL CHOCOLATES PINK BOWL,33,256,109.17999999999999
0,22861,EASTER TIN CHICKS IN GARDEN,13,66,108.89999999999999
0,85188A,GREEN METAL SWINGING BUNNY,13,128,108.8
0,23565,EGG CUP MILKMAID HELGA ,7,87,108.75
0,84857C,PINK MONTE CARLO HANDBAG,5,49,108.64999999999999
0,23420,PANTRY HOOK TEA STRAINER ,10,52,108.16000000000001
0,23339,EGG FRYING PAN BLUE ,24,52,108.16
0,22069,BROWN  PIRATE TREASURE CHEST ,10,122,108.05999999999999
0,21455,PAINTED YELLOW WOODEN DAISY,13,127,107.94999999999999
0,21066,VINTAGE RED MUG,14,86,107.5
0,90184B,AMETHYST CHUNKY BEAD BRACELET W STR,5,12,107.39999999999999
0,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,17,42,107.1
0,84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,5,45,106.83000000000001
0,21065,BOOM BOX SPEAKER GIRLS,10,40,106.4
0,23036,T-LIGHT HOLDER SILVER PETIT FOUR ,7,85,106.25
0,23597,PAPER BUNTING PAISLEY PARK,11,36,106.20000000000002
0,79302M,"ART LIGHTS,FUNK MONKEY",9,36,106.20000000000002
0,23428,IVORY RETRO KITCHEN WALL CLOCK,5,13,105.95000000000002
0,21263,GREEN GOOSE FEATHER TREE 60CM,15,54,105.3
0,22515,CHILDS GARDEN SPADE PINK,17,50,105.00000000000001
0,21472,LADYBIRD + BEE RAFFIA FOOD COVER,7,28,105.0
0,21644,ASSORTED TUTTI FRUTTI HEART BOX,12,84,105.0
0,22040,BOTANICAL ROSE GIFT WRAP,9,250,105.0
0,35924,HANGING FAIRY CAKE DECORATION,10,50,105.0
0,35954,SMALL FOLKART STAR CHRISTMAS DEC,15,461,104.61000000000001
0,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,8,36,104.04
0,20684,STRAWBERRY DREAM CHILDS UMBRELLA,12,32,104.0
0,72800B, 4 PURPLE FLOCK DINNER CANDLES,19,58,103.89999999999999
0,22482,BLUE TEA TOWEL CLASSIC DESIGN,15,83,103.75
0,23124,18PC WOODEN CUTLERY SET DISPOSABLE,9,83,103.75
0,35964,FOLKART CLIP ON STARS,20,265,103.35000000000001
0,22164,STRING OF STARS CARD HOLDER,7,35,103.25000000000001
0,21084,SET/6 COLLAGE PAPER CUPS,26,497,102.71000000000001
0,21015,DARK BIRD HOUSE TREE DECORATION,19,330,102.41999999999999
0,23037,CANDLE HOLDER SILVER MADELINE,6,62,102.29999999999998
0,21684,SMALL MEDINA STAMPED METAL BOWL ,10,120,102.0
0,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,5,6,101.7
0,16012,FOOD/DRINK SPONGE STICKERS,14,483,101.42999999999999
0,21222,SET/4 BADGES BEETLES,12,81,101.25
0,21580,RABBIT  DESIGN  COTTON TOTE BAG,10,45,101.25
0,23523,WALL ART TREASURE AHOY ,7,27,101.25
0,23379,PACK OF 12 RED APPLE TISSUES,17,258,100.61999999999999
0,22317,FIVE CATS HANGING DECORATION,9,34,100.30000000000001
0,22454,MEASURING TAPE BABUSHKA RED,7,34,100.30000000000001
0,71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",7,34,100.30000000000001
0,23416,CHAMBRE HOOK,10,73,100.28999999999999
0,22391,PAPERWEIGHT HOME SWEET HOME,11,68,100.19999999999999
0,82613D,METAL SIGN CUPCAKE SINGLE HOOK,17,173,100.05
0,21867,PINK UNION JACK  LUGGAGE TAG,24,80,100.0
0,22204,MILK PAN BLUE POLKADOT,11,36,100.0
0,78124,MAGAZINE RACK GEBRA ASSORTED ,6,80,100.0
0,22043,CHRISTMAS CARD SCREEN PRINT ,19,468,99.96000000000001
0,22833,HALL CABINET WITH 3 DRAWERS,2,2,99.9
0,21277,FRENCH STYLE EMBOSSED HEART CABINET,5,5,99.8
0,84849A,HELLO SAILOR BLUE SOAP HOLDER,11,59,99.71000000000001
0,23254,KIDS CUTLERY DOLLY GIRL ,5,24,99.60000000000001
0,23256,KIDS CUTLERY SPACEBOY ,5,24,99.60000000000001
0,23456,MEDIUM PARLOUR PICTURE FRAME ,10,24,99.60000000000001
0,90161C,ANT COPPER LIME BOUDICCA BRACELET,8,20,99.0
0,90161D,ANT COPPER PINK BOUDICCA BRACELET,6,20,99.0
0,23533,WALL ART GARDEN HAVEN ,9,22,98.9
0,72800C,4 PINK DINNER CANDLE SILVER FLOCK,16,56,98.8
0,21948,SET OF 6 CAKE CHOPSTICKS,13,79,98.75
0,22280,POCKET BAG PINK PAISELY BROWN SPOT,11,79,98.75
0,22703,PINK CAT BOWL,19,75,98.61000000000001
0,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,13,114,98.6
0,22260,FELT EGG COSY BLUE RABBIT ,17,116,98.6
0,21651,HANGING GLASS ETCHED TEALIGHT,5,64,98.39999999999999
0,62018,SOMBRERO ,12,50,97.5
0,72232,FENG SHUI PILLAR CANDLE,20,513,97.47000000000001
0,20705,MRS ROBOT SOFT TOY,8,32,97.4
0,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",16,144,97.0
0,84559A,3D SHEET OF DOG STICKERS,16,114,96.89999999999999
0,85093,CANDY SPOT EGG WARMER HARE,10,222,96.89999999999999
0,35923,CANDY HEART HANGING DECORATION,12,219,95.72999999999999
0,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,8,231,95.54999999999998
0,85135B,BLUE DRAGONFLY HELICOPTER,10,12,95.4
0,84341B,SMALL PINK MAGIC CHRISTMAS TREE,11,242,95.25
0,84709B,PINK OVAL JEWELLED MIRROR,8,16,95.2
0,21454,PAINTED PINK RABBIT ,18,112,95.19999999999999
0,21195,PINK  HONEYCOMB PAPER BALL ,6,45,94.50000000000001
0,17021,NAMASTE SWAGAT INCENSE,13,315,94.5
0,21807,WHITE CHRISTMAS STAR DECORATION,13,225,94.5
0,84659A,WHITE TRAVEL ALARM CLOCK,8,37,94.35
0,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,8,37,94.35
0,22198,LARGE POPCORN HOLDER ,10,57,94.05
0,20867,PINK ROSE FABRIC MIRROR,10,75,93.75
0,21369,MIRRORED WALL ART SPLODGES,8,67,93.75
0,23519,EMBROIDERED RIBBON REEL CLAIRE,5,25,93.75
0,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,4,6,93.69999999999999
0,23421,PANTRY HOOK SPATULA,8,45,93.60000000000001
0,23360,SET 8 CANDLES VINTAGE DOILEY,4,48,93.6
0,23575,SNACK TRAY PAISLEY PARK,8,48,93.6
0,79030G,TUMBLER NEW ENGLAND,12,240,93.6
0,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,7,22,93.5
0,35004G,SET OF 3 GOLD FLYING DUCKS,5,23,93.24999999999999
0,84687,BEACH HUT SHELF W 3 DRAWERS,6,17,93.15
0,22903,CALENDAR FAMILY FAVOURITES,7,35,93.05000000000001
0,21318,GLASS CHALICE BLUE SMALL ,15,122,92.94
0,82001S,SILVER RECORD COVER FRAME,2,27,92.61
0,22525,CHILDRENS GARDEN GLOVES PINK,17,74,92.5
0,21750,LARGE SKULL WINDMILL,9,44,92.4
0,22647,CERAMIC LOVE HEART MONEY BANK,8,166,92.38
0,21442,GREEN BIRDHOUSE DECORATION,15,146,91.94
0,17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",10,36,91.8
0,85205B,PINK FELT EASTER RABBIT GARLAND,7,36,91.8
0,16219,HOUSE SHAPE PENCIL SHARPENER,28,1342,91.32
0,85049H,URBAN BLACK RIBBONS ,21,73,91.25
0,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,10,105,90.95
0,22259,FELT FARM ANIMAL HEN,7,136,90.32
0,85132B,CHARLIE AND LOLA TABLE TINS,9,34,90.3
0,23402,HOME SWEEET HOME 3 PEG HANGER ,3,24,90.0
0,23528,SPACEBOY WALL ART,4,24,90.0
0,85019C,CURIOUS  IMAGES NOTEBOOK SET,2,72,90.0
0,21761,WOOD AND GLASS MEDICINE CABINET,3,3,89.85
0,84660C,PINK STITCHED WALL CLOCK,5,102,89.78
0,21365,MIRRORED WALL ART STARS,14,102,89.7
0,23430,BLUE RETRO KITCHEN WALL CLOCK,3,11,89.65
0,23473,WOODLAND SMALL RED FELT HEART,9,108,89.63999999999999
0,21386,IVORY HANGING DECORATION  EGG,20,261,89.19
0,90161B,ANT COPPER TURQ BOUDICCA BRACELET,6,18,89.10000000000001
0,35922,EASTER BUNNY WREATH,6,18,89.1
0,84820,DANISH ROSE TRINKET TRAYS,8,23,88.85000000000001
0,21324,HANGING MEDINA LANTERN SMALL,10,30,88.50000000000001
0,21284,RETROSPOT CANDLE  SMALL,9,98,87.62
0,21726,MULTI HEARTS  STICKERS,14,103,87.55
0,20763,DAISY SKETCHBOOK ,10,34,87.5
0,21446,12 RED ROSE PEG PLACE SETTINGS,19,70,87.5
0,22409,MONEY BOX BISCUITS DESIGN,12,70,87.5
0,21629,SQUARE FLOOR CUSHION VINTAGE RED,5,11,87.45
0,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,7,12,87.39999999999999
0,16236,KITTY PENCIL ERASERS,29,416,87.36
0,22337,ANGEL DECORATION PAINTED ZINC ,10,134,87.10000000000001
0,21359,RELAX LARGE WOOD LETTERS,5,22,86.9
0,20733,GOLD MINI TAPE MEASURE ,17,102,86.7
0,23489,"GARLAND, VINTAGE BELLS",3,30,86.7
0,21417,COCKLE SHELL DISH,8,50,86.66000000000001
0,84789,ENCHANTED BIRD PLANT CAGE,11,23,86.25
0,84924A,WAKE UP COCKEREL CALENDAR SIGN ,9,23,86.25
0,35911A,MULTICOLOUR RABBIT EGG WARMER,10,94,86.14999999999999
0,21865,PINK UNION JACK  PASSPORT COVER ,17,41,86.10000000000001
0,82600,N0 SINGING METAL SIGN,8,41,86.10000000000001
0,84596L,BISCUITS SMALL BOWL LIGHT BLUE,23,201,86.08
0,21265,PINK GOOSE FEATHER TREE 60CM,5,44,85.8
0,47480,HANGING PHOTO CLIP ROPE LADDER,5,52,85.8
0,21269,ANTIQUE CREAM CUTLERY SHELF ,5,10,85.0
0,21841,BABY MOUSE RED GINGHAM DRESS,8,20,85.0
0,22194,BLACK DINER WALL CLOCK,9,10,85.0
0,79191B,RETRO PLASTIC POLKA TRAY,12,100,85.0
0,85203,HANGING WOOD AND FELT BUTTERFLY ,16,202,84.84
0,22230,JIGSAW TREE WITH WATERING CAN,22,189,84.49
0,84927F,PSYCHEDELIC TILE HOOK,16,164,84.48
0,21849,SILVER DIAMANTE PEN IN GIFT BOX,7,17,84.15
0,22985,"WRAP, BILLBOARD FONTS DESIGN",8,200,84.0
0,22324,BLUE POLKADOT KIDS BAG,4,43,83.85
0,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,11,239,83.82
0,22446,PIN CUSHION BABUSHKA PINK,6,40,83.60000000000001
0,23091,METAL HERB GERDEN CONTAINER,2,15,83.42999999999999
0,84919,BLUE CUSHION COVER WITH FLOWER,4,12,83.4
0,90160C,TURQ+RED BOUDICCA LARGE BRACELET,6,12,83.4
0,90195A,PURPLE GEMSTONE BRACELET,5,14,83.3
0,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",13,133,83.25
0,23074,EMBOSSED HEART TRINKET BOX,14,40,83.2
0,16238,PARTY TIME PENCIL ERASERS,24,393,82.53
0,22108,PING! MICROWAVE PLATE,9,52,82.5
0,84912A,PINK ROSE WASHBAG,7,22,82.5
0,84660B,BLACK STITCHED WALL CLOCK,5,66,82.38
0,22052,VINTAGE CARAVAN GIFT WRAP,8,196,82.32
0,22286,DECORATION WOBBLY RABBIT METAL ,14,120,82.08
0,21051,RIBBONS PURSE ,7,39,81.9
0,22044,CHRISTMAS CARD STACK OF PRESENTS,15,372,81.72000000000001
0,22214,CANDLE PLATE LACE WHITE,4,32,81.6
0,23475,WOODLAND SMALL PINK FELT HEART,9,98,81.33999999999999
0,21000,ROSE DU SUD COSMETICS BAG,8,19,80.75
0,90185D,CRYSTAL DIAMANTE EXPANDABLE RING,4,19,80.75
0,17013D,ORIGAMI ROSE INCENSE IN TUBE,2,192,80.64
0,23695,DOILY THANK YOU CARD,13,192,80.64
0,22265,EASTER DECORATION NATURAL CHICK,17,124,80.60000000000001
0,85211,S/4 GROOVY CAT MAGNETS,8,81,80.33
0,21949,SET OF 6 STRAWBERRY CHOPSTICKS,15,64,80.0
0,84816,DANISH ROSE BEDSIDE CABINET,6,2,79.9
0,85202,HANGING WOOD AND FELT HEART,17,190,79.8
0,22618,COOKING SET RETROSPOT,6,8,79.6
0,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,5,8,79.6
0,85136C,RED SHARK HELICOPTER,8,10,79.5
0,23522,WALL ART DOG AND BALL ,7,28,79.28
0,23127,DOLLCRAFT GIRL NICOLE,4,16,79.2
0,85232A,SET/3 POLKADOT STACKING TINS,6,16,79.2
0,23103,BELL HEART DECORATION,3,48,79.19999999999999
0,20771,CHRYSANTHEMUM  JOURNAL,10,31,79.05
0,22049,WRAP CHRISTMAS SCREEN PRINT,11,325,79.0
0,23509,MINI PLAYING CARDS FUN FAIR ,20,188,78.96000000000001
0,17084N,FAIRY DREAMS INCENSE ,14,375,78.75
0,21220,SET/4 BADGES DOGS,13,63,78.75
0,79067,CORONA MEXICAN TRAY,4,21,78.75
0,22545,MINI JIGSAW BUNNIES,15,240,78.72
0,20615,BLUE POLKADOT PASSPORT COVER,8,76,78.60000000000001
0,84916,HAND TOWEL PALE BLUE W FLOWERS,7,29,78.55
0,22092,BLUE PAISLEY TISSUE BOX,31,188,78.48
0,21656,RIDGED GLASS POSY VASE ,6,54,78.3
0,21723,ALPHABET HEARTS STICKER SHEET,9,92,78.2
0,23544,WALL ART MID CENTURY MODERN ,6,10,78.2
0,21128,GOLD FISHING GNOME,6,17,78.15
0,23561,SET OF 6 RIBBONS PARTY,3,27,78.03
0,85169B,BLACK LOVE BIRD CANDLE,7,78,77.58
0,20777,CHRYSANTHEMUM NOTEBOOK,14,47,77.54999999999998
0,71270,PHOTO CLIP LINE,8,62,77.5
0,21680,WOODLAND  STICKERS,11,91,77.35
0,21333,CLASSIC WHITE FRAME,4,26,76.70000000000002
0,35653,VINTAGE BEAD NOTEBOOK,6,26,76.70000000000002
0,72799F,IVORY PILLAR CANDLE GOLD FLOCK,5,26,76.70000000000002
0,85230B,CINNAMON SCENTED VOTIVE CANDLE,10,264,76.55999999999999
0,85163A,WHITE BAROQUE WALL CLOCK ,6,6,76.5
0,90196A,PURPLE GEMSTONE NECKLACE 45CM,3,6,76.5
0,84559B,3D SHEET OF CAT STICKERS,18,90,76.49999999999999
0,90160A,PURPLE BOUDICCA LARGE BRACELET,4,11,76.45
0,23481,PEARLISED IVORY HEART SMALL ,8,61,76.25
0,35001G,HAND OPEN SHAPE GOLD,8,20,76.0
0,22136,LOVE HEART SOCK HANGER,13,46,75.89999999999999
0,22287,"DECORATION , WOBBLY CHICKEN, METAL ",9,46,75.89999999999999
0,84813,SET OF 4 DIAMOND NAPKIN RINGS,4,13,75.75
0,22408,MONEY BOX CONFECTIONERY DESIGN,10,77,75.61
0,22042,CHRISTMAS CARD SINGING ANGEL,15,180,75.6
0,22201,FRYING PAN BLUE POLKADOT,12,29,75.25
0,21664,RIDGED GLASS STORAGE JAR CREAM LID,5,20,75.0
0,22127,PARTY CONES CARNIVAL ASSORTED,4,60,75.0
0,23524,WALL ART HORSE & PONY ,9,20,75.0
0,23149,ANTIQUE IVORY WIRE BOWL SMALL,7,30,74.7
0,20796,SMALL BLUE PROVENCAL CERAMIC BALL,6,45,74.25
0,23413,VINTAGE COFFEE GRINDER BOX,4,15,74.25
0,23465,TUSCAN VILLA BIRD FEEDER,3,9,74.25
0,84800L,LARGE WHITE/PINK ROSE ART FLOWER,7,35,74.20000000000002
0,22344,PARTY PIZZA DISH PINK POLKADOT,11,149,74.14999999999999
0,21666,RIDGED GLASS T-LIGHT HOLDER,7,114,74.10000000000001
0,84313C,ORANGE TV TRAY TABLE ,7,38,74.1
0,21801,CHRISTMAS TREE DECORATION WITH BELL,10,176,73.92
0,22538,MINI JIGSAW GO TO THE FAIR,8,176,73.92
0,21371,MIRRORED WALL ART POPPIES,9,84,73.8
0,22394,PAPERWEIGHT KINGS CHOICE ,9,66,73.5
0,84846A,SCENTED CANDLE IN DIGITALIS TIN,4,35,73.5
0,22322,BIRD DECORATION GREEN POLKADOT,9,86,73.1
0,21633,SUNFLOWER DECORATIVE PARASOL,4,14,72.9
0,22486,PLASMATRONIC LAMP,4,14,72.9
0,84678,CLASSICAL ROSE SMALL VASE,4,52,72.8
0,21189,WHITE HONEYCOMB PAPER GARLAND ,8,44,72.6
0,21026,SPACE OWL,10,58,72.5
0,21069,VINTAGE BILLBOARD TEA MUG,10,58,72.5
0,84192,ASSORTED COLOUR METAL CAT ,13,58,72.5
0,23304,SET 4 PICNIC CUTLERY CHERRY ,6,37,72.15
0,22517,CHILDS GARDEN RAKE PINK,14,34,71.4
0,35095A,BLUE VICTORIAN FABRIC OVAL BOX,17,170,71.4
0,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,12,84,71.4
0,84360,TABLE LAMP WHITE SHADE WOOD BASE,6,12,71.4
0,20769,DAISY JOURNAL ,12,28,71.39999999999999
0,23474,WOODLAND SMALL BLUE FELT HEART,8,86,71.38
0,21403,BLUE EGG  SPOON,27,474,71.28
0,84509C,SET OF 4 POLKADOT PLACEMATS ,8,19,71.25
0,20775,DAISY NOTEBOOK ,13,43,70.94999999999999
0,85118,HEART T-LIGHT HOLDER,4,90,70.74000000000001
0,23512,EMBROIDERED RIBBON REEL ROSIE,9,34,70.72
0,21418,STARFISH SOAP DISH,5,36,70.67999999999999
0,23044,PAPER LANTERN 9 POINT HOLLY STAR S,8,17,70.55000000000001
0,21818,GLITTER CHRISTMAS HEART ,4,83,70.55
0,84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,12,83,70.55
0,35638A,PINK AND BLACK STRING CURTAIN,2,34,70.3
0,23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,3,36,70.19999999999999
0,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,23,113,69.99
0,90082B,DIAMANTE BOW BROOCH RED COLOUR,2,11,69.85
0,21520,BOOZE & WOMEN GREETING CARD ,15,166,69.72
0,21344,MOROCCAN BEATEN METAL DISH,2,7,69.65
0,84711B,PINK OVAL SHAPE TRINKET BOX,4,7,69.64999999999999
0,90124C,GREEN MURANO TWIST NECKLACE,4,7,69.64999999999999
0,20936,FORKED CACTUS CANDLE,8,24,69.10000000000001
0,85179A,GREEN BITTY LIGHT CHAIN,5,47,68.95
0,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,6,27,68.85
0,23567,EGG CUP HENRIETTA HEN PINK,8,55,68.75
0,21441,BLUE BIRDHOUSE DECORATION,14,96,68.39999999999999
0,23576,SNACK TRAY RED VINTAGE DOILY,8,35,68.25
0,23580,SNACK TRAY HAPPY FOREST  ,6,35,68.25
0,21248,DOOR HANGER  MUM + DADS ROOM,18,47,68.14999999999999
0,35914,PINK CHICK EGG WARMER + EGG CUP,7,61,68.1
0,79190A,RETRO PLASTIC 70'S TRAY,14,162,68.03999999999999
0,23229,DONKEY TAIL GAME ,3,18,67.5
0,23525,WALL ART BUFFALO BILL ,8,18,67.5
0,23529,DOLLY GIRL WALL ART,3,18,67.5
0,90180A,BLACK+WHITE NECKLACE W TASSEL,3,11,67.45
0,20795,LARGE BLUE PROVENCAL CERAMIC BALL,9,32,67.2
0,84926A,WAKE UP COCKEREL TILE COASTER,11,204,66.83999999999999
0,21676,FLOWERS  STICKERS,9,78,66.3
0,20803,SMALL PINK GLASS SUNDAE DISH,11,163,66.27
0,23476,WOODLAND LARGE RED FELT HEART,5,53,66.25
0,84877D,BLUE ROUND COMPACT MIRROR,4,51,66.25
0,16015,MEDIUM CHINESE STYLE SCISSOR,4,132,66.0
0,23542,70'S ALPHABET WALL ART,4,8,66.0
0,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,7,40,65.99999999999999
0,22410,MONEY BOX HOUSEKEEPING DESIGN,11,69,65.61
0,23151,ZINC SWEETHEART SOAP DISH,11,40,65.60000000000001
0,72122,COFFEE SCENT PILLAR CANDLE,15,69,65.55
0,23697,A PRETTY THANK YOU CARD,11,156,65.52
0,21724,PANDA AND BUNNIES STICKER SHEET,15,77,65.44999999999999
0,84913A,SOFT PINK ROSE TOWEL ,5,14,65.10000000000001
0,84926D,LA PALMIERA TILE COASTER,14,198,65.1
0,22316,200 BENDY SKULL STRAWS,7,52,65.0
0,35972,DAISY FOLKART HEART DECORATION,7,52,65.0
0,85129C,BEADED CRYSTAL HEART BLUE SMALL,4,52,65.0
0,21424,WOODLAND STORAGE BOX LARGE ,7,22,64.9
0,84859C,PINK DISCO HANDBAG,5,29,64.55
0,22100,SKULLS SQUARE TISSUE BOX,12,154,64.36
0,85027L,FRENCH CHATEAU LARGE PLATTER ,9,33,64.35
0,35967,FOLK ART METAL STAR T-LIGHT HOLDER,13,169,64.34
0,85186A,EASTER BUNNY GARLAND OF FLOWERS,13,153,64.26
0,21096,SET/6 FRUIT SALAD  PAPER PLATES,16,150,64.02
0,22268,DECORATION SITTING BUNNY,15,336,63.84
0,23253,16 PC CUTLERY SET PANTRY DESIGN,1,4,63.8
0,21690,SILVER  CANDLEPOT JARDIN ,5,17,63.75
0,84877B,GREEN ROUND COMPACT MIRROR,4,51,63.75
0,84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,4,17,63.75
0,17107D,FLOWER FAIRY 5 DRAWER LINERS,10,25,63.74999999999999
0,85124B,BLUE JUICY FRUIT PHOTO FRAME,9,25,63.74999999999999
0,21944,KITTENS DESIGN FLANNEL,11,89,63.69
0,84712B,PINK JEWELLED PHOTO FRAME,4,8,63.6
0,84800S,SMALL WHITE/PINK ROSE ART FLOWER,5,56,63.160000000000004
0,21197,MULTICOLOUR  CONFETTI IN TUBE,4,74,63.059999999999995
0,16156L,WRAP CAROUSEL,6,150,63.0
0,20830,SILVER PHOTO FRAME,10,30,63.0
0,21503,TOYBOX  WRAP ,6,150,63.0
0,22038,BOTANICAL LAVENDER GIFT WRAP ,6,150,63.0
0,47503H,ASS FLORAL PRINT SPIRIT LEVEL ,17,68,63.0
0,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,22,150,63.0
0,85132A,CHARLIE + LOLA BISCUITS TINS,6,20,62.99999999999999
0,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,14,38,62.699999999999996
0,90010E,AMBER GLASS/SILVER BRACELET,5,7,62.64999999999999
