CustomerID,last_purchase,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,RFM_segment,cluster_kmeans,cluster_label
13986,2011-11-22 15:00:00,17,1,320.46,4,1,2,7,Occasional,3,Occasional
13988,2011-11-20 10:15:00,20,9,4098.8,4,4,5,13,VIP / High value,2,VIP / High value
13989,2011-10-05 09:47:00,66,2,1266.08,3,1,4,8,Occasional,0,Occasional
13990,2011-05-10 15:19:00,213,1,311.3,1,1,2,4,At risk / Low value,1,At risk / Low value
13991,2011-11-27 16:18:00,12,7,847.54,4,3,3,10,Loyal,0,Occasional
13992,2011-11-09 15:23:00,30,1,76.8,4,1,1,6,At risk / Low value,3,Occasional
13993,2011-11-07 13:00:00,32,12,3409.66,3,4,5,12,Loyal,2,VIP / High value
13994,2011-12-06 11:05:00,4,6,2274.14,5,3,5,13,VIP / High value,0,Occasional
13995,2011-11-24 14:22:00,15,6,1383.49,4,3,4,11,Loyal,0,Occasional
13999,2011-11-29 13:40:00,10,15,3865.26,5,4,5,14,VIP / High value,2,VIP / High value
14000,2011-05-17 13:44:00,206,2,633.71,1,1,3,5,At risk / Low value,1,At risk / Low value
14001,2011-10-25 10:31:00,46,4,2030.3300000000002,3,2,5,10,Loyal,0,Occasional
14002,2011-07-28 15:55:00,134,2,529.73,2,1,3,6,At risk / Low value,3,Occasional
14004,2011-10-27 14:40:00,43,7,4582.64,3,3,5,11,Loyal,2,VIP / High value
14005,2011-11-30 12:41:00,10,5,2874.72,5,3,5,13,VIP / High value,0,Occasional
14006,2011-08-16 09:39:00,116,3,962.19,2,2,4,8,Occasional,0,Occasional
14009,2011-05-25 15:47:00,198,3,685.9300000000001,1,2,3,6,At risk / Low value,1,At risk / Low value
14012,2011-03-07 12:26:00,278,1,328.8,1,1,2,4,At risk / Low value,1,At risk / Low value
14013,2011-08-21 15:01:00,110,3,473.02,2,2,2,6,At risk / Low value,3,Occasional
14014,2011-09-23 13:18:00,77,1,505.18,2,1,3,6,At risk / Low value,3,Occasional
14015,2011-10-18 10:02:00,53,1,917.34,3,1,4,8,Occasional,3,Occasional
14016,2011-07-08 14:27:00,154,5,4328.46,2,3,5,10,Loyal,0,Occasional
14019,2011-10-24 10:13:00,47,4,1398.96,3,2,4,9,Occasional,0,Occasional
14020,2011-11-23 09:22:00,17,2,642.8,4,1,3,8,Occasional,3,Occasional
14021,2011-07-07 15:46:00,155,3,631.9,2,2,3,7,Occasional,0,Occasional
14022,2011-04-28 14:39:00,225,1,440.0,1,1,2,4,At risk / Low value,1,At risk / Low value
14023,2011-12-02 13:58:00,7,2,584.07,5,1,3,9,Occasional,3,Occasional
14024,2011-08-10 11:30:00,122,2,327.7,2,1,2,5,At risk / Low value,3,Occasional
14027,2011-10-10 09:01:00,61,1,104.82,3,1,1,5,At risk / Low value,3,Occasional
14029,2011-10-07 14:46:00,63,2,467.66,3,1,2,6,At risk / Low value,3,Occasional
14030,2011-11-21 16:48:00,18,8,2358.84,4,4,5,13,VIP / High value,0,Occasional
14031,2011-12-02 17:13:00,7,23,14634.640000000001,5,4,5,14,VIP / High value,2,VIP / High value
14032,2011-12-07 15:23:00,2,18,2929.84,5,4,5,14,VIP / High value,2,VIP / High value
14034,2011-11-17 14:02:00,22,4,509.09,4,2,3,9,Occasional,0,Occasional
14035,2011-11-11 10:03:00,29,5,1428.02,4,3,4,11,Loyal,0,Occasional
14036,2011-02-28 09:26:00,285,1,626.65,1,1,3,5,At risk / Low value,1,At risk / Low value
14037,2011-06-16 13:57:00,176,2,147.20000000000002,1,1,1,3,At risk / Low value,1,At risk / Low value
14038,2011-09-22 13:37:00,78,4,1554.48,2,2,4,8,Occasional,0,Occasional
14039,2011-11-06 13:48:00,33,1,152.2,3,1,1,5,At risk / Low value,3,Occasional
14040,2011-10-30 12:42:00,41,15,3487.59,3,4,5,12,Loyal,2,VIP / High value
14041,2011-03-18 13:25:00,266,1,141.41,1,1,1,3,At risk / Low value,1,At risk / Low value
14044,2011-11-13 12:05:00,27,4,646.42,4,2,3,9,Occasional,0,Occasional
14045,2011-08-22 15:27:00,109,4,1659.75,2,2,4,8,Occasional,0,Occasional
14046,2011-02-28 14:48:00,284,1,154.99,1,1,1,3,At risk / Low value,1,At risk / Low value
14047,2011-12-01 11:43:00,9,7,1290.01,5,3,4,12,Loyal,0,Occasional
14048,2011-03-07 13:49:00,277,2,375.13,1,1,2,4,At risk / Low value,1,At risk / Low value
14049,2011-11-23 12:20:00,17,6,5536.15,4,3,5,12,Loyal,2,VIP / High value
14050,2011-11-08 10:00:00,32,2,746.36,3,1,3,7,Occasional,3,Occasional
14051,2011-12-09 10:20:00,1,26,15477.34,5,4,5,14,VIP / High value,2,VIP / High value
14052,2011-11-20 12:30:00,20,1,225.36,4,1,1,6,At risk / Low value,3,Occasional
14053,2011-08-07 14:27:00,124,2,260.25,2,1,2,5,At risk / Low value,3,Occasional
14054,2011-10-05 15:49:00,65,1,92.46,3,1,1,5,At risk / Low value,3,Occasional
14055,2011-08-25 15:04:00,106,1,725.6400000000001,2,1,3,6,At risk / Low value,3,Occasional
14056,2011-12-08 13:36:00,1,29,8062.46,5,4,5,14,VIP / High value,2,VIP / High value
14057,2011-11-16 10:32:00,24,18,6141.099999999999,4,4,5,13,VIP / High value,2,VIP / High value
14059,2011-03-18 10:06:00,267,1,183.6,1,1,1,3,At risk / Low value,1,At risk / Low value
14060,2011-12-05 12:29:00,5,20,6135.38,5,4,5,14,VIP / High value,2,VIP / High value
14062,2011-11-30 10:04:00,10,12,10464.85,5,4,5,14,VIP / High value,2,VIP / High value
14064,2011-11-10 13:14:00,29,7,1168.92,4,3,4,11,Loyal,0,Occasional
14066,2011-03-18 12:21:00,267,1,152.55,1,1,1,3,At risk / Low value,1,At risk / Low value
14067,2011-10-07 10:21:00,64,2,374.7,3,1,2,6,At risk / Low value,3,Occasional
14068,2011-01-23 16:02:00,320,1,265.85,1,1,2,4,At risk / Low value,1,At risk / Low value
14071,2011-12-06 12:27:00,4,9,1306.16,5,4,4,13,VIP / High value,0,Occasional
14073,2011-11-18 16:14:00,21,2,139.54,4,1,1,6,At risk / Low value,3,Occasional
14075,2011-12-05 08:38:00,5,3,942.26,5,2,4,11,Loyal,0,Occasional
14076,2011-08-02 15:19:00,129,1,118.67,2,1,1,4,At risk / Low value,3,Occasional
14077,2011-10-30 12:35:00,41,5,499.41999999999996,3,3,3,9,Occasional,0,Occasional
14078,2011-08-30 12:16:00,102,6,1049.37,2,3,4,9,Occasional,0,Occasional
14079,2011-08-07 12:10:00,125,1,375.1,2,1,2,5,At risk / Low value,3,Occasional
14080,2011-11-07 11:09:00,33,1,45.599999999999994,3,1,1,5,At risk / Low value,3,Occasional
14081,2011-03-17 14:24:00,267,4,891.77,1,2,3,6,At risk / Low value,1,At risk / Low value
14082,2010-12-10 11:02:00,365,1,182.25,1,1,1,3,At risk / Low value,1,At risk / Low value
14083,2011-12-05 13:14:00,4,9,1002.9,5,4,4,13,VIP / High value,0,Occasional
14085,2011-12-07 13:46:00,2,19,4408.54,5,4,5,14,VIP / High value,2,VIP / High value
14087,2011-12-07 12:41:00,3,2,178.72,5,1,1,7,Occasional,3,Occasional
14088,2011-11-29 16:16:00,10,14,50415.49,5,4,5,14,VIP / High value,2,VIP / High value
14089,2011-10-14 10:38:00,57,1,158.75,3,1,1,5,At risk / Low value,3,Occasional
14090,2011-01-19 10:51:00,325,1,76.32000000000001,1,1,1,3,At risk / Low value,1,At risk / Low value
14092,2011-12-02 12:13:00,8,17,4063.1,5,4,5,14,VIP / High value,2,VIP / High value
14093,2011-11-27 16:27:00,12,1,433.86,4,1,2,7,Occasional,3,Occasional
14096,2011-12-05 17:17:00,4,34,57120.909999999996,5,4,5,14,VIP / High value,2,VIP / High value
14098,2011-11-03 10:13:00,37,1,147.35,3,1,1,5,At risk / Low value,3,Occasional
14099,2011-11-23 13:53:00,16,12,3092.9700000000003,4,4,5,13,VIP / High value,2,VIP / High value
14100,2011-07-25 11:01:00,138,1,191.95000000000002,2,1,1,4,At risk / Low value,3,Occasional
14101,2011-09-27 12:28:00,74,6,5976.79,2,3,5,10,Loyal,2,VIP / High value
14102,2011-12-04 15:38:00,5,8,1060.33,5,4,4,13,VIP / High value,0,Occasional
14104,2011-07-08 12:50:00,155,2,216.20999999999998,2,1,1,4,At risk / Low value,3,Occasional
14105,2011-09-15 16:13:00,85,2,1260.33,2,1,4,7,Occasional,0,Occasional
14107,2011-10-19 12:12:00,52,8,2688.48,3,4,5,12,Loyal,0,Occasional
14108,2011-11-09 10:41:00,31,3,594.16,4,2,3,9,Occasional,0,Occasional
14109,2011-11-16 13:51:00,23,2,80.2,4,1,1,6,At risk / Low value,3,Occasional
14110,2011-12-06 12:26:00,4,13,5669.65,5,4,5,14,VIP / High value,2,VIP / High value
14111,2011-11-25 13:44:00,14,5,688.6,4,3,3,10,Loyal,0,Occasional
14112,2011-11-17 12:30:00,23,12,2774.17,4,4,5,13,VIP / High value,2,VIP / High value
14113,2011-12-06 12:18:00,4,8,1377.92,5,4,4,13,VIP / High value,0,Occasional
14114,2011-03-11 09:42:00,274,2,386.53,1,1,2,4,At risk / Low value,1,At risk / Low value
14116,2011-11-20 10:29:00,20,5,1382.74,4,3,4,11,Loyal,0,Occasional
14117,2011-07-19 09:49:00,144,1,90.0,2,1,1,4,At risk / Low value,3,Occasional
14121,2011-12-06 12:19:00,4,6,2740.3,5,3,5,13,VIP / High value,0,Occasional
14124,2011-09-16 13:32:00,84,1,419.58000000000004,2,1,2,5,At risk / Low value,3,Occasional
14125,2011-11-29 12:47:00,11,3,2720.63,5,2,5,12,Loyal,0,Occasional
14126,2011-12-02 11:45:00,8,4,643.6300000000001,5,2,3,10,Loyal,0,Occasional
14127,2011-08-09 10:49:00,123,3,709.71,2,2,3,7,Occasional,0,Occasional
14128,2011-10-10 12:00:00,61,2,637.5,3,1,3,7,Occasional,3,Occasional
14129,2011-12-08 11:02:00,2,5,1123.8600000000001,5,3,4,12,Loyal,0,Occasional
14130,2011-01-24 16:05:00,319,1,480.91,1,1,3,5,At risk / Low value,1,At risk / Low value
14132,2011-12-07 13:35:00,2,12,3580.13,5,4,5,14,VIP / High value,2,VIP / High value
14133,2011-08-02 11:34:00,130,5,590.3399999999999,2,3,3,8,Occasional,0,Occasional
14135,2011-12-08 11:38:00,2,15,4690.31,5,4,5,14,VIP / High value,2,VIP / High value
14138,2011-12-08 12:44:00,2,2,965.8800000000001,5,1,4,10,Loyal,0,Occasional
14139,2011-10-24 13:34:00,46,1,415.82,3,1,2,6,At risk / Low value,3,Occasional
14140,2011-12-06 09:05:00,4,3,920.05,5,2,4,11,Loyal,0,Occasional
14141,2011-12-07 09:53:00,3,6,879.0300000000001,5,3,3,11,Loyal,0,Occasional
14142,2010-12-01 16:33:00,373,1,311.81,1,1,2,4,At risk / Low value,1,At risk / Low value
14143,2011-07-29 09:48:00,134,1,115.8,2,1,1,4,At risk / Low value,3,Occasional
14145,2011-10-24 12:10:00,47,5,3148.2,3,3,5,11,Loyal,0,Occasional
14146,2011-12-01 10:18:00,9,6,2949.57,5,3,5,13,VIP / High value,0,Occasional
14147,2011-10-21 13:36:00,49,3,468.4,3,2,2,7,Occasional,3,Occasional
14148,2011-04-20 12:02:00,234,1,157.2,1,1,1,3,At risk / Low value,1,At risk / Low value
14149,2011-05-11 12:34:00,213,3,259.43,1,2,2,5,At risk / Low value,1,At risk / Low value
14150,2011-11-04 10:05:00,36,2,658.64,3,1,3,7,Occasional,3,Occasional
14152,2011-09-25 12:54:00,75,3,611.09,2,2,3,7,Occasional,0,Occasional
14154,2011-04-14 16:26:00,239,2,1345.62,1,1,4,6,At risk / Low value,1,At risk / Low value
14155,2011-03-18 14:13:00,266,1,118.75,1,1,1,3,At risk / Low value,1,At risk / Low value
14156,2011-11-30 10:54:00,10,66,113214.59,5,4,5,14,VIP / High value,2,VIP / High value
14157,2011-11-20 11:32:00,20,3,392.44,4,2,2,8,Occasional,3,Occasional
14158,2011-10-30 15:08:00,40,1,507.66,3,1,3,7,Occasional,3,Occasional
14159,2011-11-20 12:36:00,20,14,4615.64,4,4,5,13,VIP / High value,2,VIP / High value
14161,2011-05-08 11:41:00,216,3,1097.6200000000001,1,2,4,7,Occasional,1,At risk / Low value
14162,2011-06-19 11:36:00,174,2,289.36,2,1,2,5,At risk / Low value,1,At risk / Low value
14163,2011-09-13 15:18:00,87,4,2445.91,2,2,5,9,Occasional,0,Occasional
14164,2011-09-30 12:24:00,71,2,1631.77,2,1,4,7,Occasional,0,Occasional
14165,2011-03-09 12:39:00,276,1,120.44,1,1,1,3,At risk / Low value,1,At risk / Low value
14167,2011-10-31 14:29:00,39,4,562.59,3,2,3,8,Occasional,0,Occasional
14171,2011-09-02 16:43:00,98,1,363.79,2,1,2,5,At risk / Low value,3,Occasional
14173,2011-11-29 11:54:00,11,4,450.84,5,2,2,9,Occasional,0,Occasional
14174,2011-11-06 13:17:00,33,1,134.46,3,1,1,5,At risk / Low value,3,Occasional
14175,2011-10-19 13:42:00,51,7,3108.06,3,3,5,11,Loyal,0,Occasional
14176,2011-02-15 13:12:00,297,5,574.0,1,3,3,7,Occasional,1,At risk / Low value
14177,2011-09-16 09:52:00,85,5,544.51,2,3,3,8,Occasional,0,Occasional
14178,2011-12-01 12:01:00,9,7,1600.26,5,3,4,12,Loyal,0,Occasional
14179,2011-10-30 12:07:00,41,2,701.57,3,1,3,7,Occasional,3,Occasional
14180,2011-11-29 10:56:00,11,31,4640.77,5,4,5,14,VIP / High value,2,VIP / High value
14184,2011-10-04 12:43:00,67,1,452.89,3,1,2,6,At risk / Low value,3,Occasional
14185,2011-01-12 13:52:00,331,1,197.65,1,1,1,3,At risk / Low value,1,At risk / Low value
14188,2011-12-01 09:46:00,9,10,2018.91,5,4,5,14,VIP / High value,2,VIP / High value
14189,2011-12-07 15:55:00,2,24,4604.31,5,4,5,14,VIP / High value,2,VIP / High value
14191,2011-12-08 09:23:00,2,14,4660.01,5,4,5,14,VIP / High value,2,VIP / High value
14193,2011-10-03 09:34:00,68,2,853.39,3,1,3,7,Occasional,3,Occasional
14194,2011-12-05 10:38:00,5,32,11216.75,5,4,5,14,VIP / High value,2,VIP / High value
14195,2011-05-22 10:29:00,202,3,962.7,1,2,4,7,Occasional,1,At risk / Low value
14196,2011-08-25 10:25:00,107,1,335.52,2,1,2,5,At risk / Low value,3,Occasional
14198,2011-12-05 16:34:00,4,7,663.5,5,3,3,11,Loyal,0,Occasional
14199,2011-05-05 13:44:00,218,1,185.39999999999998,1,1,1,3,At risk / Low value,1,At risk / Low value
14201,2011-10-10 13:27:00,60,9,688.04,3,4,3,10,Loyal,0,Occasional
14204,2011-12-07 13:38:00,2,1,150.61,5,1,1,7,Occasional,3,Occasional
14205,2011-11-29 11:56:00,11,4,218.78,5,2,1,8,Occasional,3,Occasional
14206,2011-04-14 16:38:00,239,2,308.26,1,1,2,4,At risk / Low value,1,At risk / Low value
14208,2011-09-06 12:48:00,95,1,151.74,2,1,1,4,At risk / Low value,3,Occasional
14209,2011-11-29 10:18:00,11,7,2067.13,5,3,5,13,VIP / High value,0,Occasional
14210,2011-09-09 12:55:00,91,7,1900.89,2,3,4,9,Occasional,0,Occasional
14211,2011-10-17 13:23:00,53,13,2208.3,3,4,5,12,Loyal,2,VIP / High value
14212,2011-09-11 12:45:00,90,1,1070.48,2,1,4,7,Occasional,3,Occasional
14214,2011-11-09 10:31:00,31,7,1000.23,4,3,4,11,Loyal,0,Occasional
14215,2011-11-28 12:19:00,12,7,1777.92,4,3,4,11,Loyal,0,Occasional
14216,2011-12-06 14:56:00,3,4,1839.3,5,2,4,11,Loyal,0,Occasional
14217,2011-12-08 11:53:00,2,24,1925.3600000000001,5,4,4,13,VIP / High value,2,VIP / High value
14218,2011-10-28 10:00:00,43,1,169.48000000000002,3,1,1,5,At risk / Low value,3,Occasional
14219,2011-12-05 16:23:00,4,1,89.94,5,1,1,7,Occasional,3,Occasional
14220,2011-04-06 13:23:00,247,2,632.4,1,1,3,5,At risk / Low value,1,At risk / Low value
14221,2011-10-28 13:42:00,42,10,3427.85,3,4,5,12,Loyal,2,VIP / High value
14222,2011-06-15 16:42:00,177,1,683.17,1,1,3,5,At risk / Low value,1,At risk / Low value
14223,2011-09-08 13:38:00,92,4,975.23,2,2,4,8,Occasional,0,Occasional
14224,2011-08-21 13:24:00,110,4,1009.73,2,2,4,8,Occasional,0,Occasional
14226,2011-11-11 11:34:00,29,7,2184.2400000000002,4,3,5,12,Loyal,0,Occasional
14227,2011-11-13 15:48:00,26,15,3315.71,4,4,5,13,VIP / High value,2,VIP / High value
14229,2011-10-19 10:04:00,52,5,1450.6,3,3,4,10,Loyal,0,Occasional
14231,2011-06-13 15:35:00,179,5,822.0600000000001,1,3,3,7,Occasional,0,Occasional
14232,2011-11-08 12:17:00,32,8,2043.93,3,4,5,12,Loyal,0,Occasional
14233,2011-10-27 09:25:00,44,5,1447.51,3,3,4,10,Loyal,0,Occasional
14234,2011-11-17 17:53:00,22,4,754.12,4,2,3,9,Occasional,0,Occasional
14235,2011-11-29 13:26:00,10,6,3093.86,5,3,5,13,VIP / High value,0,Occasional
14236,2011-09-20 09:13:00,81,2,490.86,2,1,3,6,At risk / Low value,3,Occasional
14237,2010-12-01 13:20:00,373,1,161.0,1,1,1,3,At risk / Low value,1,At risk / Low value
14238,2011-01-17 14:40:00,326,1,146.85,1,1,1,3,At risk / Low value,1,At risk / Low value
14239,2011-10-27 14:40:00,43,13,2323.5,3,4,5,12,Loyal,2,VIP / High value
14240,2011-11-09 13:45:00,30,2,890.34,4,1,3,8,Occasional,0,Occasional
14241,2011-06-09 11:46:00,184,1,213.70000000000002,1,1,1,3,At risk / Low value,1,At risk / Low value
14242,2011-04-19 11:46:00,235,2,280.55,1,1,2,4,At risk / Low value,1,At risk / Low value
14243,2011-12-01 11:12:00,9,14,2535.88,5,4,5,14,VIP / High value,2,VIP / High value
14245,2011-06-16 14:33:00,176,5,1677.48,1,3,4,8,Occasional,0,Occasional
14246,2011-08-21 11:50:00,111,3,1474.06,2,2,4,8,Occasional,0,Occasional
14247,2011-03-06 15:21:00,278,1,136.76999999999998,1,1,1,3,At risk / Low value,1,At risk / Low value
14248,2011-01-25 14:45:00,318,1,302.58,1,1,2,4,At risk / Low value,1,At risk / Low value
14250,2011-12-02 14:30:00,7,3,1904.05,5,2,4,11,Loyal,0,Occasional
14251,2011-12-08 08:32:00,2,5,2879.7000000000003,5,3,5,13,VIP / High value,0,Occasional
14256,2011-03-30 16:39:00,254,3,935.0600000000001,1,2,4,7,Occasional,1,At risk / Low value
14257,2011-10-19 13:38:00,51,6,3087.27,3,3,5,11,Loyal,0,Occasional
14258,2011-11-30 15:27:00,9,10,12650.08,5,4,5,14,VIP / High value,2,VIP / High value
14259,2011-07-21 10:44:00,142,1,120.0,2,1,1,4,At risk / Low value,3,Occasional
14261,2011-10-20 10:04:00,51,2,1163.45,3,1,4,8,Occasional,0,Occasional
14262,2011-12-01 14:17:00,8,8,2618.23,5,4,5,14,VIP / High value,2,VIP / High value
14264,2011-07-08 10:20:00,155,3,319.47,2,2,2,6,At risk / Low value,3,Occasional
14265,2011-08-22 13:32:00,109,2,530.18,2,1,3,6,At risk / Low value,3,Occasional
14267,2011-07-12 11:11:00,151,7,1279.09,2,3,4,9,Occasional,0,Occasional
14270,2011-01-12 09:33:00,332,1,492.65000000000003,1,1,3,5,At risk / Low value,1,At risk / Low value
14271,2011-04-28 12:47:00,226,1,112.32,1,1,1,3,At risk / Low value,1,At risk / Low value
14272,2011-09-27 10:08:00,74,2,437.96,2,1,2,5,At risk / Low value,3,Occasional
14273,2011-10-19 13:20:00,51,4,559.97,3,2,3,8,Occasional,0,Occasional
14276,2011-09-12 17:49:00,88,5,1019.39,2,3,4,9,Occasional,0,Occasional
14277,2011-11-24 15:01:00,15,4,3928.8,4,2,5,11,Loyal,0,Occasional
14280,2011-05-27 10:37:00,197,1,134.04,1,1,1,3,At risk / Low value,1,At risk / Low value
14282,2011-12-06 17:04:00,3,15,3701.44,5,4,5,14,VIP / High value,2,VIP / High value
14284,2011-11-09 08:11:00,31,3,578.45,4,2,3,9,Occasional,0,Occasional
14285,2011-11-18 14:50:00,21,4,1910.01,4,2,4,10,Loyal,0,Occasional
14286,2011-11-16 10:34:00,24,5,4595.81,4,3,5,12,Loyal,0,Occasional
14287,2011-12-01 13:25:00,8,4,151.23000000000002,5,2,1,8,Occasional,3,Occasional
14288,2011-05-11 15:17:00,212,2,413.85,1,1,2,4,At risk / Low value,1,At risk / Low value
14289,2011-12-01 11:44:00,9,6,911.26,5,3,3,11,Loyal,0,Occasional
14290,2011-11-28 14:02:00,11,6,2307.4500000000003,5,3,5,13,VIP / High value,0,Occasional
14291,2011-12-08 10:26:00,2,12,3873.3,5,4,5,14,VIP / High value,2,VIP / High value
14292,2011-12-02 11:50:00,8,14,4819.33,5,4,5,14,VIP / High value,2,VIP / High value
14293,2011-12-06 15:17:00,3,4,1046.56,5,2,4,11,Loyal,0,Occasional
14295,2011-10-30 15:50:00,40,2,154.70000000000002,3,1,1,5,At risk / Low value,3,Occasional
14297,2011-11-22 09:06:00,18,6,1284.06,4,3,4,11,Loyal,0,Occasional
14298,2011-12-06 15:04:00,3,45,50862.44,5,4,5,14,VIP / High value,2,VIP / High value
14299,2011-12-01 16:05:00,8,18,2855.35,5,4,5,14,VIP / High value,2,VIP / High value
14300,2011-11-21 08:57:00,19,1,43.2,4,1,1,6,At risk / Low value,3,Occasional
14301,2011-08-24 09:04:00,108,2,632.04,2,1,3,6,At risk / Low value,3,Occasional
14304,2011-05-01 11:50:00,223,2,197.1,1,1,1,3,At risk / Low value,1,At risk / Low value
14305,2011-09-29 15:29:00,71,5,1803.76,2,3,4,9,Occasional,0,Occasional
14306,2011-10-19 13:23:00,51,3,2083.42,3,2,5,10,Loyal,0,Occasional
14307,2011-09-12 09:38:00,89,6,2995.72,2,3,5,10,Loyal,0,Occasional
14309,2011-12-01 13:33:00,8,10,2319.68,5,4,5,14,VIP / High value,2,VIP / High value
14311,2011-04-28 19:49:00,225,2,229.71,1,1,1,3,At risk / Low value,1,At risk / Low value
14312,2011-10-24 09:46:00,47,6,1611.59,3,3,4,10,Loyal,0,Occasional
14314,2011-08-25 10:39:00,107,1,120.0,2,1,1,4,At risk / Low value,3,Occasional
14315,2011-11-18 15:35:00,21,7,2456.98,4,3,5,12,Loyal,0,Occasional
14317,2011-10-06 10:44:00,65,1,508.58000000000004,3,1,3,7,Occasional,3,Occasional
14320,2011-05-17 09:24:00,207,3,343.11,1,2,2,5,At risk / Low value,1,At risk / Low value
14321,2011-11-29 09:47:00,11,5,1530.75,5,3,4,12,Loyal,0,Occasional
14323,2011-08-17 11:37:00,115,4,574.26,2,2,3,7,Occasional,0,Occasional
14326,2011-04-19 11:08:00,235,2,166.85,1,1,1,3,At risk / Low value,1,At risk / Low value
14327,2011-06-29 13:58:00,163,1,311.65,2,1,2,5,At risk / Low value,1,At risk / Low value
14329,2011-12-01 08:27:00,9,14,4889.14,5,4,5,14,VIP / High value,2,VIP / High value
14331,2011-08-07 13:17:00,124,2,462.65999999999997,2,1,2,5,At risk / Low value,3,Occasional
14332,2011-11-17 11:54:00,23,3,840.21,4,2,3,9,Occasional,0,Occasional
14333,2011-10-06 19:25:00,64,2,351.45,3,1,2,6,At risk / Low value,3,Occasional
14334,2011-11-23 10:01:00,17,9,2539.46,4,4,5,13,VIP / High value,2,VIP / High value
14335,2011-11-23 13:41:00,16,2,454.86,4,1,2,7,Occasional,3,Occasional
14336,2011-11-23 11:40:00,17,4,1614.91,4,2,4,10,Loyal,0,Occasional
14338,2011-07-04 16:00:00,158,4,554.22,2,2,3,7,Occasional,0,Occasional
14339,2011-04-19 11:31:00,235,4,289.90999999999997,1,2,2,5,At risk / Low value,1,At risk / Low value
14340,2011-05-05 09:44:00,219,1,134.7,1,1,1,3,At risk / Low value,1,At risk / Low value
14341,2011-10-25 15:48:00,45,9,2151.08,3,4,5,12,Loyal,0,Occasional
14342,2011-11-18 13:21:00,21,6,607.71,4,3,3,10,Loyal,0,Occasional
14344,2011-08-04 13:51:00,127,8,889.9300000000001,2,4,3,9,Occasional,0,Occasional
14345,2011-11-01 09:51:00,39,1,108.97999999999999,3,1,1,5,At risk / Low value,3,Occasional
14346,2011-08-11 09:47:00,121,2,1021.58,2,1,4,7,Occasional,0,Occasional
14348,2011-03-24 16:23:00,260,1,409.57,1,1,2,4,At risk / Low value,1,At risk / Low value
14349,2011-11-29 15:39:00,10,1,133.5,5,1,1,7,Occasional,3,Occasional
14350,2011-03-14 12:27:00,271,2,258.7,1,1,2,4,At risk / Low value,1,At risk / Low value
14351,2011-06-28 11:56:00,165,1,51.0,2,1,1,4,At risk / Low value,1,At risk / Low value
14352,2011-07-05 15:41:00,157,4,1078.96,2,2,4,8,Occasional,0,Occasional
14353,2011-05-08 16:06:00,215,1,90.6,1,1,1,3,At risk / Low value,1,At risk / Low value
14354,2011-12-04 11:32:00,6,2,163.62,5,1,1,7,Occasional,3,Occasional
14355,2010-12-09 12:16:00,366,1,174.4,1,1,1,3,At risk / Low value,1,At risk / Low value
14356,2011-10-10 17:16:00,60,4,666.9399999999999,3,2,3,8,Occasional,0,Occasional
14357,2011-10-27 16:23:00,43,1,225.12,3,1,1,5,At risk / Low value,3,Occasional
14359,2011-11-20 13:17:00,19,6,882.58,4,3,3,10,Loyal,0,Occasional
14360,2011-11-08 09:12:00,32,4,2118.03,3,2,5,10,Loyal,0,Occasional
14362,2011-11-17 15:08:00,22,1,151.5,4,1,1,6,At risk / Low value,3,Occasional
14364,2011-08-23 11:01:00,109,8,3717.35,2,4,5,11,Loyal,2,VIP / High value
14367,2011-12-01 13:19:00,8,19,9134.12,5,4,5,14,VIP / High value,2,VIP / High value
14368,2011-01-24 09:52:00,320,1,155.0,1,1,1,3,At risk / Low value,1,At risk / Low value
14371,2011-02-17 16:35:00,295,1,100.5,1,1,1,3,At risk / Low value,1,At risk / Low value
14373,2010-12-16 15:40:00,358,1,76.55,1,1,1,3,At risk / Low value,1,At risk / Low value
14375,2011-06-07 13:44:00,185,1,235.56,1,1,1,3,At risk / Low value,1,At risk / Low value
14377,2011-06-01 13:32:00,191,2,617.05,1,1,3,5,At risk / Low value,1,At risk / Low value
14379,2011-10-26 16:43:00,44,2,348.1,3,1,2,6,At risk / Low value,3,Occasional
14381,2011-10-18 17:10:00,52,1,202.68,3,1,1,5,At risk / Low value,3,Occasional
14382,2011-11-13 16:18:00,26,1,615.49,4,1,3,8,Occasional,3,Occasional
14383,2011-11-01 15:53:00,38,3,1247.69,3,2,4,9,Occasional,0,Occasional
14385,2011-11-30 15:36:00,9,3,202.11,5,2,1,8,Occasional,3,Occasional
14386,2011-02-16 09:45:00,297,1,142.4,1,1,1,3,At risk / Low value,1,At risk / Low value
14387,2011-11-07 12:29:00,33,3,1727.6,3,2,4,9,Occasional,0,Occasional
14388,2011-12-01 11:13:00,9,10,3172.04,5,4,5,14,VIP / High value,2,VIP / High value
14389,2011-12-01 09:19:00,9,5,999.72,5,3,4,12,Loyal,0,Occasional
14390,2011-11-29 13:49:00,10,13,4582.22,5,4,5,14,VIP / High value,2,VIP / High value
14393,2011-05-05 18:16:00,218,1,67.95,1,1,1,3,At risk / Low value,1,At risk / Low value
14395,2011-12-07 14:34:00,2,12,3444.11,5,4,5,14,VIP / High value,2,VIP / High value
14396,2011-10-05 16:09:00,65,2,487.99,3,1,3,7,Occasional,3,Occasional
14397,2011-12-09 09:57:00,1,23,2556.68,5,4,5,14,VIP / High value,2,VIP / High value
